Gene name	Human gene name
Gm22662	RN7SL605P
Gm22662	RN7SL531P
Ercc6	ERCC6
Gm23900	RNA5SP496
n-R5s128	RNA5S2
Tmem71	TMEM71
Snn	SNN
Snord15a	SNORD15A
Gm26438	Y_RNA
Gga1	GGA1
Gm24572	MIR3618
Gm9992	UNC93A
Eaf1	EAF1
Cuta	CUTA
Gm23887	RNU2-32P
Gm23887	RNU2-57P
Gm23887	RNU2-26P
Gm24492	RNU6-1228P
Gm27861	HOTAIRM1_2
Acy3	ACY3
Gm23386	SCARNA21B
Cdc42ep3	CDC42EP3
Oxr1	OXR1
Zfp219	ZNF219
Chsy3	CHSY3
Gm24183	SNORA40
Gm27867	HOTAIRM1_1
Gm24916	SNORD19B
Gm27838	FMR1-AS1_2
Gdf2	GDF2
Gm26151	U7
Vcpkmt	VCPKMT
Gramd3	GRAMD2B
Gm23639	SNORA13
Plcl2	PLCL2
Gm24845	RNA5SP102
Tmem74	TMEM74
Fbxl7	FBXL7
Gm23590	RNU6-300P
Gm28032	HOXA11-AS1_1
n-R5s45	RNA5SP41
Wdr5b	WDR5B
Gm22980	SNORD38B
Rps6ka4	RPS6KA4
Drd3	DRD3
Gm22542	RNU6-312P
Spink6	SPINK6
Liph	LIPH
Gm25308	RNU1-109P
Gm23128	SNORA17A
Hmgxb3	HMGXB3
Gm25486	U7
Gm23986	U7
Tnrc6b	TNRC6B
Lpar2	LPAR2
Gm10770	ZNF667
Dntt	DNTT
Fbxo43	FBXO43
Gm25091	SNORD102
Med30	MED30
Gm10076	RPL41
Ctsw	CTSW
Gm27549	U7
Masp1	MASP1
Gm25358	RNA5SP303
Scarna17	SCARNA18
Gm23941	RNU6-1067P
Snord71	SNORD71
Ltb4r2	LTB4R2
Gm24568	SNORA5
Gm25056	U7
Trat1	TRAT1
Rom1	ROM1
Adamts19	ADAMTS19
n-R5s153	RNA5SP144
Gm25413	RN7SKP57
Gm25413	RN7SKP158
Gm25413	RN7SKP147
Gm25413	RN7SKP264
Gm25413	RN7SKP32
Stfa2	CSTA
Fam83f	FAM83F
Gm26066	RNU6-1148P
Gm23039	U1
Gm23039	RNU1-51P
AC123873.3	PRAMEF33
AC123873.3	PRAMEF10
AC123873.3	PRAMEF2
AC123873.3	PRAMEF20
AC123873.3	PRAMEF1
AC123873.3	PRAMEF18
AC123873.3	PRAMEF27
AC123873.3	PRAMEF14
AC123873.3	PRAMEF15
AC123873.3	PRAMEF4
AC123873.3	PRAMEF17
AC123873.3	PRAMEF12
AC123873.3	PRAMEF11
AC123873.3	PRAMEF7
AC123873.3	PRAMEF6
AC123873.3	PRAMEF19
AC123873.3	PRAMEF25
AC123873.3	PRAMEF13
AC123873.3	PRAMEF8
AC123873.3	PRAMEF5
AC123873.3	PRAMEF9
AC123873.3	PRAMEF26
Tmem95	TMEM95
Cep78	CEP78
Gm25660	RNA5SP109
Map6d1	MAP6D1
Gm28016	PART1_1
Snord123	SNORD123
Ift27	IFT27
n-R5s21	RNA5SP486
4930407I10Rik	C22orf46
Tgm1	TGM1
Rsph3b	RSPH3
Gm23007	RN7SKP40
Tmem110	TMEM110-MUSTN1
Tmem110	TMEM110
Gm25010	U7
n-R5s191	RNA5SP223
Hn1l	JPT2
Krt6b	KRT6B
Krt6b	KRT6C
Krt6b	KRT6A
Zfp623	ZNF623
Nfatc4	NFATC4
Gm24598	SNORD113
Scaf8	SCAF8
Rnu3b3	SNORD3D
Tm9sf3	TM9SF3
Lrch1	LRCH1
Snord100	SNORD100
Zfp251	ZNF251
Opn4	OPN4
Gm27882	MIAT_exon5_2
Gm27851	U7
Gm23783	RNU6-255P
Cln5	CLN5
Cln5	AC001226.2
Nudcd1	NUDCD1
Gm27366	RMST_4
St3gal1	ST3GAL1
Sdr39u1	SDR39U1
Bmp1	BMP1
Gm27987	FTX_2
Sod1	SOD1
Gm27470	DLG2-AS1_2
AC133103.3	SP100
Csad	CSAD
Gm24595	SNORA11E
Gm24595	SNORA11D
Ccdc188	CCDC188
Gm5819	UNKL
Basp1	BASP1
Gm27568	MESTIT1_3
Atp13a1	ATP13A1
Ccdc134	CCDC134
Tnfrsf21	TNFRSF21
Gm27941	TP53TG1_2
Gm22076	RNA5SP193
Rspo2	RSPO2
Gm23752	5S_rRNA
Gm23031	RNU6ATAC19P
n-R5s76	RNA5SP305
Htr1f	HTR1F
Gm22528	RNU6-197P
Sptbn2	SPTBN2
Gm22075	RN7SKP83
Acap2	ACAP2
Tmem151b	TMEM151B
Cramp1l	CRAMP1
Dynlt1f	DYNLT1
Colec10	COLEC10
Dlx6os1	Evf-2_5p
Gm24524	RNU1-76P
Gm24524	RNU1-31P
Gm25913	SCARNA17
Gm22815	U7
Nlrc4	NLRC4
Fech	FECH
Tmprss2	TMPRSS2
Serp2	SERP2
Gm24431	snoU2-30
Gm27477	HOTAIRM1_5
Gm24611	RNU6-444P
Gpalpp1	GPALPP1
Gm25669	RNA5SP365
Gm25669	RNA5SP245
Snord35b	SNORD35B
Gm25309	RNU6ATAC14P
Gm25309	RNU6ATAC42P
Gm23531	SNORD95
Gm25321	RNU6-61P
Gm26277	SNORA70
Gm26410	RN7SKP24
Tomm70a	TOMM70
Gm25329	RNA5SP443
Gm25971	RN7SKP244
Gm25971	RN7SKP49
Epb41l4a	EPB41L4A
Gm24769	SNORA18
Gm24770	SNORA17
Qpct	QPCT
Gm25907	SNORA74
Cpsf1	CPSF1
Gm26239	RNU6-84P
Klc4	KLC4
Sult4a1	SULT4A1
Klf5	KLF5
Atp6v0e	ATP6V0E1
Gm27944	RNU6-1212P
Ube2d4	UBE2D4
Gm27694	MALAT1
Mapk1ip1l	MAPK1IP1L
Gm24381	RNU6-377P
BC117090	CSTA
Gm25333	RN7SKP92
Gm23406	SNORA32
Gm24042	RNU6-376P
Gm24042	RNU6-290P
Gm27401	uc_338
Gm24480	RNU6-664P
Gm24480	RNU6-433P
Gm24480	RNU6-356P
Scarna2	SCARNA2
Rpl7l1	RPL7L1
Skor2	SKOR2
AC133095.2	PRAMEF33
AC133095.2	PRAMEF10
AC133095.2	PRAMEF2
AC133095.2	PRAMEF20
AC133095.2	PRAMEF1
AC133095.2	PRAMEF18
AC133095.2	PRAMEF27
AC133095.2	PRAMEF14
AC133095.2	PRAMEF15
AC133095.2	PRAMEF4
AC133095.2	PRAMEF17
AC133095.2	PRAMEF12
AC133095.2	PRAMEF11
AC133095.2	PRAMEF7
AC133095.2	PRAMEF6
AC133095.2	PRAMEF19
AC133095.2	PRAMEF25
AC133095.2	PRAMEF13
AC133095.2	PRAMEF8
AC133095.2	PRAMEF5
AC133095.2	PRAMEF9
AC133095.2	PRAMEF26
Slc38a1	SLC38A1
Spats1	SPATS1
Impa2	IMPA2
Snora36b	SNORA36B
Gm22652	SNORA46
Gm2564	CCL19
Tut1	AP002990.1
Tut1	TUT1
Snrpd1	SNRPD1
Slitrk5	SLITRK5
Ehbp1l1	EHBP1L1
Gm23626	SNORA9B
Ubxn1	UBXN1
Gm26397	SNORA14
Gm26397	SNORA14B
Apol7e	APOL2
Apol7e	APOL4
Apol7e	APOL1
Apol7e	APOL3
Arrdc5	ARRDC5
Gm23610	RNU6-61P
Gm23314	RNU6-1187P
Gm23314	RNU6-349P
Neto1	NETO1
Prr18	PRR18
Gm26109	SNORD63
Tgds	TGDS
Krt84	KRT84
Gm25395	SCARNA5
Gm27465	MALAT1
Tmem106c	TMEM106C
Npm2	NPM2
Cyb561a3	CYB561A3
Ccdc172	CCDC172
Camk4	CAMK4
Tatdn1	TATDN1
Mfsd3	MFSD3
n-R5s24	RNA5SP36
Gm25288	RN7SKP168
Sod2	SOD2
Kdelr3	KDELR3
Cd5	CD5
Mbnl2	MBNL2
Gm25286	RNU6-131P
Apol9b	APOL2
Apol9b	APOL4
Apol9b	APOL1
Apol9b	APOL3
Srbd1	SRBD1
Aqp2	AQP2
Gm26275	RN7SKP31
Dnajc18	DNAJC18
Rrp36	RRP36
Gm24507	SCARNA18
Cdkn2b	CDKN2B
Grk5	GRK5
Spink7	SPINK7
Tmem253	TMEM253
Nudt15	NUDT15
Slc15a1	SLC15A1
Jakmip2	JAKMIP2
Cyp2c69	CYP2C8
Cyp2c69	CYP2C9
Cyp2c69	CYP2C19
Rnf139	RNF139
Gm7942	PRAMEF33
Gm7942	PRAMEF10
Gm7942	PRAMEF2
Gm7942	PRAMEF20
Gm7942	PRAMEF1
Gm7942	PRAMEF18
Gm7942	PRAMEF27
Gm7942	PRAMEF14
Gm7942	PRAMEF15
Gm7942	PRAMEF4
Gm7942	PRAMEF17
Gm7942	PRAMEF12
Gm7942	PRAMEF11
Gm7942	PRAMEF7
Gm7942	PRAMEF6
Gm7942	PRAMEF19
Gm7942	PRAMEF25
Gm7942	PRAMEF13
Gm7942	PRAMEF8
Gm7942	PRAMEF5
Gm7942	PRAMEF9
Gm7942	PRAMEF26
Diaph3	DIAPH3
Nudt18	NUDT18
Pla1a	PLA1A
Gm27540	uc_338
Rpl37	RPL37
Srsf7	SRSF7
Cdc5l	CDC5L
Mettl7a1	METTL7A
Slc9a3r2	SLC9A3R2
Slc5a7	SLC5A7
Gm27849	GNAS-AS1_5
Gm25554	RNA5SP227
Slc30a10	SLC30A10
Smug1	SMUG1
Cd80	CD80
Gm27316	Metazoa_SRP
Gm27316	RN7SL405P
Gm27316	RN7SL455P
Gm27316	RN7SL670P
Gm27316	RN7SL605P
Gm27316	RN7SL531P
Gm24207	RNU6-82P
Rbp3	RBP3
Gm24931	RNA5SP157
Txndc2	TXNDC2
Atrnl1	ATRNL1
Cdc42ep2	CDC42EP2
Hrh4	HRH4
Abra	ABRA
Gm26183	SCARNA17
Pacs1	PACS1
Tbx10	TBX10
Cplx4	CPLX4
Fads1	FADS1
Mzt1	MZT1
Tob2	TOB2
Plcb3	PLCB3
Stfa3	CSTA
Smagp	SMAGP
Eif3h	EIF3H
Gm23758	SNORA72
Myom1	MYOM1
Gpr183	GPR183
Rps6ka2	RPS6KA2
Mdp1	MDP1
Mdp1	NEDD8-MDP1
Scyl1	SCYL1
Ccl21c	CCL21
Lonp1	LONP1
Gna14	GNA14
Cbln3	CBLN3
Gpr152	GPR152
Kif21a	KIF21A
Patl1	PATL1
Kcnk4	KCNK4
Gm26313	RN7SKP285
1700028P14Rik	C9orf135
Ppm1b	PPM1B
Nit2	NIT2
Spats2	SPATS2
Slc22a28	SLC22A25
Slc22a28	SLC22A9
Fam122a	FAM122A
Cldn5	CLDN5
Sdhaf2	SDHAF2
Gm25134	RNU1-18P
Bcl2l10	BCL2L10
Papss2	PAPSS2
Plac8l1	PLAC8L1
Gm26476	RN7SKP22
Kcnj4	KCNJ4
Gm5225	PRDX2
Tsga10ip	TSGA10IP
Gm22358	SNORA32
Exoc6	EXOC6
Gm5689	CSTA
Gm27539	KCNQ1OT1_5
Pcsk5	PCSK5
Mgat3	MGAT3
Gm5096	BHMT
Dnph1	DNPH1
Gm23351	SNORA40
Msln	MSLN
Wdyhv1	WDYHV1
AC125149.1	SP140
Scand1	SCAND1
Exosc1	EXOSC1
Gm23734	SNORD9
Pdzd8	PDZD8
Mrpl43	MRPL43
Casp1	CASP1
Gm23124	RNU6-99P
Nrtn	NRTN
Gm23111	RNU6-920P
Kcnk9	KCNK9
Gm24535	RNU6-531P
Gm24535	RNU6-1329P
Gm25389	RN7SKP265
Gm22154	SNORA55
Gm25654	RNU6-639P
Gm25525	RNU6-309P
Npas4	NPAS4
Rnase4	RNASE4
Isg15	ISG15
Gm22717	RNU4-72P
AC140325.2	PRAMEF33
AC140325.2	PRAMEF10
AC140325.2	PRAMEF2
AC140325.2	PRAMEF20
AC140325.2	PRAMEF1
AC140325.2	PRAMEF18
AC140325.2	PRAMEF27
AC140325.2	PRAMEF14
AC140325.2	PRAMEF15
AC140325.2	PRAMEF4
AC140325.2	PRAMEF17
AC140325.2	PRAMEF12
AC140325.2	PRAMEF11
AC140325.2	PRAMEF7
AC140325.2	PRAMEF6
AC140325.2	PRAMEF19
AC140325.2	PRAMEF25
AC140325.2	PRAMEF13
AC140325.2	PRAMEF8
AC140325.2	PRAMEF5
AC140325.2	PRAMEF9
AC140325.2	PRAMEF26
1810055G02Rik	C11orf24
Gm24896	SNORA16
Gm26065	RNU6-137P
Gm27976	uc_338
Ear14	RNASE3
Ear14	RNASE2
Gm27402	ST7-OT3_3
Gm25687	RN7SL854P
Cyp2c54	CYP2C8
Cyp2c54	CYP2C9
Cyp2c54	CYP2C19
Gm23197	RNU6-1243P
Gm22958	RNU2-35P
Lrrc10b	LRRC10B
Nedd8	NEDD8
Snord83b	SNORD83B
Gm25789	SNORD81
Map3k11	MAP3K11
Gm22500	RNU6-117P
Gm27396	U7
Scd3	SCD
Lpxn	LPXN
Snord73a	SNORD73A
Gm24819	RNU1-64P
1600017P15Rik	Telomerase-vert
Gm26484	RNU6-1236P
Gm23117	RNU6-388P
Gm23117	RNU6-389P
Gm24939	RNA5SP494
Gm27991	SNORA7
Gm25663	SCARNA18B
Snord1b	SNORD1C
Gm22651	RNA5SP517
Gm24812	RN7SL541P
Gm24739	RN7SKP247
Gm24739	RN7SKP297
Cby1	CBY1
AC165294.2	PRAMEF33
AC165294.2	PRAMEF10
AC165294.2	PRAMEF2
AC165294.2	PRAMEF20
AC165294.2	PRAMEF1
AC165294.2	PRAMEF18
AC165294.2	PRAMEF27
AC165294.2	PRAMEF14
AC165294.2	PRAMEF15
AC165294.2	PRAMEF4
AC165294.2	PRAMEF17
AC165294.2	PRAMEF12
AC165294.2	PRAMEF11
AC165294.2	PRAMEF7
AC165294.2	PRAMEF6
AC165294.2	PRAMEF19
AC165294.2	PRAMEF25
AC165294.2	PRAMEF13
AC165294.2	PRAMEF8
AC165294.2	PRAMEF5
AC165294.2	PRAMEF9
AC165294.2	PRAMEF26
Gm25982	RNU6-390P
Gm27383	HOTTIP_3
Gm23302	RNU6-223P
Klf9	KLF9
Snord15b	SNORD15B
Gm22101	RNU6-1208P
Snord35a	SNORD35A
Gm22586	RNA5SP27
Rasgrp3	RASGRP3
Gm26457	SNORD51
Gm27811	U7
Polr3h	POLR3H
Gm24616	SNORA4
Gm27723	U7
Gm24796	RNU6-136P
Gm24796	RNU6-528P
Gm23658	SNORA19
Snora31	SNORA31
Shtn1	SHTN1
Gm23212	SNORD44
Gm24635	RNU4-64P
Amacr	AMACR
Gm25831	RNU1-73P
Gm24880	RNA5SP228
Gm27308	WT1-AS_3
Opn5	OPN5
Gm24565	RNU6-25P
Gm23545	RNU6-696P
Gm27899	GNAS-AS1_1
Gm23377	SNORA17
Gm24139	RN7SKP180
Snora68	SNORA68
Gm23370	SCARNA15
Gm23370	SCARNA4
Gm27926	U7
Gm24458	RNU6-6P
Gm23817	RNU6-139P
Gm25320	RN7SKP169
Gm25320	RN7SKP280
Gm27755	ST7-AS1_1
Gm22385	RNA5SP55
Gm22385	RNA5SP495
Gm22024	RN7SKP231
Gm22024	RN7SKP154
Gm22024	RN7SKP113
Gm26228	RNU6-343P
Gm22841	U7
Gm24290	RN7SKP277
Jak2	JAK2
AF357425	SNORD113-6
Gm24123	SNORD12B
Gm24732	U7
Gm26485	U6
n-R5s210	RNA5SP338
Cst6	CST6
Gpr18	GPR18
Gm27853	RN7SL378P
Gm27853	RN7SL320P
Gm27853	RN7SL41P
Gm27853	RN7SL868P
Gm23028	RN7SKP265
Gm24959	RNU1-92P
Gm24959	RNVU1-2
Gm23643	RNU6-1262P
Gm26329	Y_RNA
Snora35	SNORA35
Cdh6	CDH6
Gm22886	RNU6-61P
Gm24060	RNU6-638P
Gm27337	HOTAIR_2
Gm22838	RNU6-87P
Gm22305	RNU6-1112P
Gm25188	SNORA32
Gm23214	RNU4-91P
Gm23214	RNU4-61P
Snx32	SNX32
Gm22248	RNU1-150P
Gm27928	DLEU1_2
Wnt10b	WNT10B
Gm25574	Metazoa_SRP
Gm25574	RN7SL405P
Gm25574	RN7SL455P
Gm25574	RN7SL670P
Gm25574	RN7SL605P
Gm25574	RN7SL531P
Gm23096	RNU6-1128P
Gm23839	SNORD23
Gm25428	SNORA63
Gm24164	U6
Gm23090	SNORD121A
Gm24629	RNY4P28
Gm24842	RNU6-1228P
Gm22342	RN7SKP197
Gm25626	RNU6-1081P
Snord8	SNORD8
n-R5s1	RNA5SP19
Gm22740	RNU6-10P
Polr2g	POLR2G
Otulin	OTULIN
Gm27998	MIAT_exon5_3
Gm25545	RN7SKP146
AC163611.1	PRAMEF33
AC163611.1	PRAMEF10
AC163611.1	PRAMEF2
AC163611.1	PRAMEF20
AC163611.1	PRAMEF1
AC163611.1	PRAMEF18
AC163611.1	PRAMEF27
AC163611.1	PRAMEF14
AC163611.1	PRAMEF15
AC163611.1	PRAMEF4
AC163611.1	PRAMEF17
AC163611.1	PRAMEF12
AC163611.1	PRAMEF11
AC163611.1	PRAMEF7
AC163611.1	PRAMEF6
AC163611.1	PRAMEF19
AC163611.1	PRAMEF25
AC163611.1	PRAMEF13
AC163611.1	PRAMEF8
AC163611.1	PRAMEF5
AC163611.1	PRAMEF9
AC163611.1	PRAMEF26
Gm22493	SNORA17
Tuba1c	TUBA1C
Gm26203	RNU6-944P
Gm25788	SNORA55
Gm25702	U7
Fam136b-ps	FAM136A
Gm24225	RNU6-806P
Gm24267	RNU6-110P
Gm22364	RNU6-354P
Gm22364	RNU6-610P
Gm24646	RNU6-792P
Gm22883	RNU6-399P
Gm22883	RNU6-975P
Gm22883	RNU6-900P
Gm22192	SNORD62
Gm22192	SNORD62A
Gm23587	RNU6-1307P
Mtpap	MTPAP
Snord66	SNORD66
Gm25624	SCARNA13
Tmc1	TMC1
Baalc	BAALC
Dnajc4	DNAJC4
Gm23859	U7
Snord1a	SNORD1A
Gm23475	U7
Gm25844	RN7SKP221
Gm25844	RN7SKP63
Gm25844	RN7SKP131
Snora57	SNORA57
Gm25656	U7
Gm27617	uc_338
Gm23505	SCARNA14
Rtp1	RTP1
Gm22218	U7
Gm26487	RNU6-53P
Gm22738	RNU1-15P
Gm24690	RNA5SP79
Gm25899	RNU4-86P
Gm25899	RNU4-40P
Gm26326	SNORA33
Gm22491	RNU6-71P
Gm24633	SNORD29
Gm22587	RN7SKP294
Gm23723	SNORA41
Gm22620	SNORA1
Ch25h	CH25H
Gm22708	RNU6-1012P
Gm22708	RNU6-503P
Gm25589	RNU1-131P
Gm24430	RNU6-187P
Gm22459	SNORA32
Gm22392	RNU6-84P
Mroh2b	MROH2B
Gm27543	HOXA11-AS1_6
Snora9	SNORA9B
Gm22165	RNU6-581P
Gm22165	RNU6-258P
Gm24406	SNORA2
Gm25133	SNORA37
Gm25133	SNORA30B
Gm25133	SNORA30
Gm25617	SNORA17A
Actr1a	ACTR1A
Slc12a2	SLC12A2
Gm22817	RPPH1-3P
Gm27680	TTC28-AS1_1
Gm26402	RNU6-718P
Gm26402	RNU6-157P
Gm27896	Metazoa_SRP
Gm27896	RN7SL405P
Gm27896	RN7SL455P
Gm27896	RN7SL670P
Gm27896	RN7SL605P
Gm27896	RN7SL531P
Hpse2	HPSE2
Cpsf7	CPSF7
Gm24504	RNU6-601P
Gm24527	RNU6-797P
AC126035.1	PRAMEF33
AC126035.1	PRAMEF10
AC126035.1	PRAMEF2
AC126035.1	PRAMEF20
AC126035.1	PRAMEF1
AC126035.1	PRAMEF18
AC126035.1	PRAMEF27
AC126035.1	PRAMEF14
AC126035.1	PRAMEF15
AC126035.1	PRAMEF4
AC126035.1	PRAMEF17
AC126035.1	PRAMEF12
AC126035.1	PRAMEF11
AC126035.1	PRAMEF7
AC126035.1	PRAMEF6
AC126035.1	PRAMEF19
AC126035.1	PRAMEF25
AC126035.1	PRAMEF13
AC126035.1	PRAMEF8
AC126035.1	PRAMEF5
AC126035.1	PRAMEF9
AC126035.1	PRAMEF26
Gm24540	RNU6V
Gm23322	RNU1-106P
Gm25666	RNU6-1163P
Gm28000	pRNA
Gm27964	U7
Gm23046	RN7SKP75
Gm23046	RN7SKP16
Gm23046	RN7SKP262
Gm23095	RNU6-12P
Amigo2	AMIGO2
Gm24521	RNU6-1323P
Gm24521	RNU6-443P
Gm24521	RNU6-820P
Gm24521	RNU6-1072P
Gm22826	U1
Gm22826	RNU1-59P
Gm22434	SNORA40
Gm27699	DLX6-AS1_1
Gm24847	RNU6-753P
Abi3bp	ABI3BP
Ccdc184	CCDC184
Hspa12a	HSPA12A
n-R5s94	RNA5SP430
Zdhhc14	ZDHHC14
Gm24313	SNORA5A
Gm25313	RNU5B-1
Gm24564	SNORD113-3
Gm22814	RNU6-1006P
Gm22814	RNU6-909P
Gm22814	RNU6-153P
n-R5s51	RNA5SP181
Gm9242	HNRNPA3
Csrnp2	CSRNP2
Rnu3b1	SNORD3D
Gm23054	RNU1-36P
Gm27624	TUG1_4
Gm27845	DLEU2_1
Gm24509	RNA5SP303
Gm25974	RNA5SP475
n-R5s159	RNA5SP165
Dact2	DACT2
Gm26412	RNU6-907P
Armc4	ARMC4
Gm25147	RNU6-679P
Gm25147	RNU6-403P
Gm25494	RNU6-144P
Gm22123	MIR4657
Dync2li1	DYNC2LI1
AC125149.5	SP110
Tspyl5	TSPYL5
Gm25644	RNU6-125P
Gm25644	RNU6-143P
Ccdc78	CCDC78
Dsg3	DSG3
Efcab1	EFCAB1
Gm25135	RNU4-81P
Flywch1	FLYWCH1
Gm22320	RN7SKP155
Gm22320	7SK
Gm25879	RNU6-723P
Snora62	SNORA62
Igfals	IGFALS
Gm26180	RNU6-81P
Gm26180	RNU6-68P
Parn	PARN
Gm23853	RNU6-1186P
Gm25294	RNU6-406P
Gm25294	RNU6-398P
Gm23469	RNU6-1018P
Gm23469	RNU6-504P
1700024G13Rik	C10orf53
Gm10477	SAGE1
Lzts2	LZTS2
n-R5s92	RNA5SP74
Gm23287	RNU5E-4P
Gm23287	RNU5E-1
Myh11	MYH11
Ccl27b	CCL27
Gdf10	GDF10
Gm22200	SNORD63B
Gm23655	RNU6-1120P
Gm26379	SNORA17A
Vwce	VWCE
Riok3	RIOK3
Gm22381	RNU6-358P
Glt8d1	GLT8D1
Gm25500	SNORA40
Gm25072	Metazoa_SRP
Gm25072	RN7SL405P
Gm25072	RN7SL455P
Gm25072	RN7SL670P
Gm25072	RN7SL605P
Gm25072	RN7SL531P
Arl3	ARL3
Il17b	IL17B
A1bg	A1BG
Gm23022	RNU2-21P
Adcy5	ADCY5
Tiam2	TIAM2
Gm22482	RN7SKP132
Gm25057	RN7SKP298
Mal2	MAL2
Gm24776	RNU6-572P
n-R5s216	RNA5SP138
Gm6563	SARNP
Wnt8a	WNT8A
Naprt	NAPRT
Gm22948	RN7SKP11
Mc5r	MC5R
Gm22079	RNU6-287P
Gm22079	RNU6-308P
Gm22079	RNU6-218P
Gm23500	RNU6-815P
n-R5s32	RNA5SP268
Snora73a	SNORA73A
n-R5s58	RNA5SP416
Foxd4	FOXD4L1
Foxd4	FOXD4
Foxd4	FOXD4L6
Foxd4	FOXD4L5
Foxd4	FOXD4L3
Foxd4	FOXD4L4
Ctif	CTIF
Gm24382	RNU6-793P
Gm26263	RNU1-49P
Gm25718	RNU6-1106P
Gm22747	RNU6-61P
Rcl1	RCL1
Gm23125	RNU6-197P
3425401B19Rik	C10orf71
Mocos	MOCOS
Gm22341	SNORA44
Gm22127	RNU6-219P
Gm22127	RNU6-267P
Gm22127	RNU6-1156P
Gm22127	RNU6-162P
Gm22127	RNU6-329P
Gm22421	RNU6-21P
Gm24940	RNU6ATAC14P
Gm24940	RNU6ATAC42P
Gm25684	RNU6-953P
Gm25684	RNU6-828P
Gm25684	RNU6-359P
Gm25684	RNU6-333P
Gm25684	RNU6-446P
Gm27869	GNAS-AS1_4
Srfbp1	SRFBP1
AC123873.2	PRAMEF33
AC123873.2	PRAMEF10
AC123873.2	PRAMEF2
AC123873.2	PRAMEF20
AC123873.2	PRAMEF1
AC123873.2	PRAMEF18
AC123873.2	PRAMEF27
AC123873.2	PRAMEF14
AC123873.2	PRAMEF15
AC123873.2	PRAMEF4
AC123873.2	PRAMEF17
AC123873.2	PRAMEF12
AC123873.2	PRAMEF11
AC123873.2	PRAMEF7
AC123873.2	PRAMEF6
AC123873.2	PRAMEF19
AC123873.2	PRAMEF25
AC123873.2	PRAMEF13
AC123873.2	PRAMEF8
AC123873.2	PRAMEF5
AC123873.2	PRAMEF9
AC123873.2	PRAMEF26
Fam35a	FAM35A
Fbxl16	FBXL16
Syt4	SYT4
Xrcc5	XRCC5
Pmaip1	PMAIP1
n-R5s142	RNA5S12
Gm24240	SNORA31
Gabrr3	GABRR3
Acaa2	ACAA2
Snord2	SNORD2
Stfa2l1	CSTA
Gm22741	U1
Gm22741	RNU1-59P
Adprh	ADPRH
Fam13b	FAM13B
Rbbp8	RBBP8
Fbxo38	FBXO38
Gm23956	RNA5SP261
Gm4758	CSTA
Gm23253	RNU6-648P
Gm23253	RNU6-1328P
Gm10273	TIMM23
Snord78	SNORD78
Hs3st6	HS3ST6
Gm22394	snoZ6
Bik	BIK
Lipg	LIPG
Eif3d	EIF3D
Gm27435	Six3os1_1
Mettl6	METTL6
Gm22009	SCARNA7
Gm24435	RNU6-388P
Gm24435	RNU6-389P
n-R5s18	RNA5SP432
4930451G09Rik	C16orf71
Gtse1	GTSE1
Gm25636	SNORA13
Gm22541	SNORA18
Gm23008	SNORD105B
Sft2d3	SFT2D3
Epsti1	EPSTI1
Gm25864	RNU6-767P
Zc3h7b	ZC3H7B
Cdkn3	CDKN3
Odf3b	ODF3B
Gm26177	RNU6-1251P
Mtss1	MTSS1
Gm27905	DLX6-AS1_2
Gm26247	SNORD88C
Gm24965	RNU6-994P
Pkmyt1	PKMYT1
Supt16	SUPT16H
Ccdc94	CCDC94
Ccdc178	CCDC178
Gm22995	RNU6-34P
Gm5483	CSTA
9130008F23Rik	C6orf141
Cyp2d10	CYP2D7
Cyp2d10	CYP2D6
Gm23345	U2
Gm27999	RMST_9
Nipbl	NIPBL
Gm26435	RNU6-14P
Gm25368	RNA5SP143
Umodl1	UMODL1
Vaultrc5	VTRNA3-1P
Rbfa	RBFA
Elp2	ELP2
Gm24726	SNORA40
Tmem114	TMEM114
Mut	MUT
Gm27404	ZEB2_AS1_3
Cacnb3	CACNB3
Efs	EFS
Gm23025	RNU6-375P
Gm25323	RNU6-958P
Gm25119	SCARNA3
Gm23987	SNORA79
Gm27970	PCA3_2
Slc38a4	SLC38A4
Gfra3	GFRA3
Gm22744	SNORD29
Cd70	CD70
Zc3h3	ZC3H3
Mapk11	MAPK11
Slc22a7	SLC22A7
Krt4	KRT4
n-R5s33	RNA5SP203
n-R5s33	RNA5SP505
n-R5s33	RNA5SP270
n-R5s33	RNA5SP72
Gm22077	SNORD83A
Fgf12	FGF12
Gm23725	RNU6-778P
Gm23725	RNU6-1104P
Washc5	WASHC5
Gm22571	snoU18
Stk32a	STK32A
Ndc80	NDC80
Spag1	SPAG1
Gm26271	RNU6-651P
Pglyrp2	PGLYRP2
Gm25755	RNU6-1300P
Cyp4f39	CYP4F22
Retreg1	RETREG1
Rnf125	RNF125
Mea1	MEA1
Gm27927	Xist_exon4
Cep76	CEP76
Lama1	LAMA1
Krtap8-1	KRTAP8-1
Ajuba	AJUBA
Troap	TROAP
Ndufa11	NDUFA11
Ndufa11	AC024592.3
Anks3	ANKS3
Tigit	TIGIT
Ranbp3	RANBP3
Espl1	ESPL1
Retnlb	RETNLB
Commd10	COMMD10
Snx24	SNX24
Cryaa	FP236240.1
Cryaa	CRYAA
Retnlg	RETNLB
Smarcd1	SMARCD1
Slc39a4	SLC39A4
Ftmt	FTMT
Gp5	GP5
Zfp598	ZNF598
Slc22a17	SLC22A17
Garem1	GAREM1
Zfp608	ZNF608
Phf7	PHF7
Tbccd1	TBCCD1
